snapped_at,price,market_cap,total_volume
2021-09-25 00:00:00 UTC,1.4259045571552875e-06,819789177.9814613,3954672.93196127
2021-09-26 00:00:00 UTC,1.4236629141353349e-06,820417003.0190794,3737045.340708717
2021-09-27 00:00:00 UTC,1.346743704157295e-06,774502687.846492,3212035.351444688
2021-09-28 00:00:00 UTC,1.2578784386092922e-06,722594757.1703913,4127592.3457238227
2021-09-29 00:00:00 UTC,1.1479068685574374e-06,663919487.2165163,8073024.430759734
2021-09-30 00:00:00 UTC,1.3745021397065813e-06,789493958.1491628,7376195.8423766885
2021-10-01 00:00:00 UTC,1.38892538742267e-06,798819198.526973,3956562.9012937136
2021-10-02 00:00:00 UTC,1.4996750257169288e-06,872001285.9187298,3789732.246115381
2021-10-03 00:00:00 UTC,1.4543978925958102e-06,836646891.7803878,3465582.4935508515
2021-10-04 00:00:00 UTC,1.4475419398145131e-06,830873729.0458859,3850290.6886477205
2021-10-05 00:00:00 UTC,1.4399146558436102e-06,823508518.6819206,4816915.7030064445
2021-10-06 00:00:00 UTC,1.6553416284092597e-06,944275009.7606364,6091144.122774876
2021-10-07 00:00:00 UTC,1.7467742560945375e-06,1001877233.828739,7841298.10948708
2021-10-08 00:00:00 UTC,1.8545018591763328e-06,1059262864.0218793,7024732.891725435
2021-10-09 00:00:00 UTC,1.6924893536674341e-06,978376951.0978607,4809365.91870442
2021-10-10 00:00:00 UTC,1.7288145404136573e-06,986829872.0203514,3884303.44209596
2021-10-11 00:00:00 UTC,1.665387478700259e-06,956648278.3243724,3521518.33139401
2021-10-12 00:00:00 UTC,1.6634345462256644e-06,953477871.8114184,4627139.633026555
2021-10-13 00:00:00 UTC,1.5830542174210787e-06,908182165.1776121,4753319.080691371
2021-10-14 00:00:00 UTC,1.8057105795509893e-06,1036190600.7232273,5565770.9441971155
2021-10-15 00:00:00 UTC,1.9713467739040415e-06,1125689078.433624,8773088.847882157
2021-10-16 00:00:00 UTC,1.9013792613464813e-06,1080992826.0667312,5711115.845014447
2021-10-17 00:00:00 UTC,1.8786297980258186e-06,1081338068.6886961,4533385.286468718
